agency,sector_no,sector_name,nbhd_no,nbhd_name,rent,charges,provisions,fees,deposit,energy_rating,gas_rating,area,rooms,entrance,duplex,livingroom,livingroom_area,equipped_kitchen,openplan_kitchen,bedrooms,bathrooms,shower_rooms,toilets,separate_toilet,balcony,terraces,wooden_floor,fireplace,storage,heating,parking,cellar,pool,apt_flr_nb,furnished,renovated,elevator,intercom,digital_code,view,caretaker,reduced_mobility,metro,tram,bus,logrent
arroyo immobilier,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,610,CC,45.0,346.45,525.0,176.0,8.0,33.0,2,0,0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.415096959171596
pure gestion locative,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,523,CC,50.0,437.5,473.0,53.0,12.0,43.75,2,1,0,1,22,1,0,1,1,0,1.0,1,0,1,0,0,1,gas,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,6.261491684321042
saint-pierre immobilier,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,1450,CC,100.0,1300.0,2800.0,184.5,13.0,100.0,4,0,0,1,0,0,1,3,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,7.280008252884188
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,443,CC,50.0,248.05,393.0,184.5,13.0,22.55,1,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,1,1,0,0,0,1,0,0,6.095824562432225
None,sector2,TOULOUSE RIVE GAUCHE,n2_3,Fontaine-Lestang - Arènes -Bagatelle - Papus - Tabar - Bordelongue - Mermoz - La Faourette,610,CC,80.0,0.0,529.93,83.0,19.0,78.1,3,1,0,1,0,0,0,2,1,0,1.0,0,0,1,0,0,1,gas,0,1,0,2.0,0,0,1,1,1,0,0,0,0,0,0,6.415096959171596
patrim & co,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,585,CC,67.5,579.84,650.0,63.0,13.0,51.47,2,0,0,1,28,0,1,1,1,0,1.0,0,1,0,0,0,1,individual_gas,1,0,0,4.0,0,0,1,1,1,0,0,1,0,0,1,6.373319789577012
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,550,CC,50.0,560.17,500.0,40.0,10.0,43.09,2,1,0,1,21,0,0,1,1,0,1.0,0,1,0,0,0,1,central,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.311734809152915
afedim gestion,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,585,CC,55.0,494.0,609.77,161.0,10.0,44.93,2,1,0,0,0,0,0,1,1,1,1.0,0,0,0,0,0,1,individual_gas,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.373319789577012
tagerim gestion,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,640,CC,60.0,559.5,563.735,58.0,13.0,53.1,3,0,0,1,23,1,0,2,0,0,1.0,1,1,0,1,0,0,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.46302945692067
patrim & co,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,410,CC,50.0,442.0,630.0,184.5,13.0,15.6,1,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,1,1,0,0,0,0,0,0,6.018593214496234
sogem,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,471,CC,20.0,224.51,902.0,206.5,12.0,17.27,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,6.156978985585555
loft one,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,445,CC,45.0,413.27,407.0,409.0,23.0,31.0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.100318952020064
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,1400,CC,30.0,1190.67,2740.0,193.0,45.0,44.81,4,1,0,0,0,0,0,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,7.244941546337007
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,557,CC,100.0,557.7,457.0,50.0,12.0,42.9,2,1,0,1,0,1,0,1,1,0,1.0,1,1,0,0,0,0,collective_gas,0,0,0,4.0,0,0,1,1,0,0,0,0,0,0,0,6.324358962381311
square habitat,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,757,CC,120.0,808.6,637.0,53.0,12.0,62.2,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,collective_gas,1,0,0,6.0,0,0,0,0,0,0,0,0,1,0,0,6.630683385642372
square habitat,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,732,CC,75.0,773.5,657.0,40.0,9.0,59.5,3,0,0,1,0,1,0,2,0,1,1.0,1,0,1,0,0,1,collective_gas,1,0,0,1.0,0,0,1,0,0,0,0,1,1,0,0,6.597145701886651
adl immobilier,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,837,CC,60.0,538.98,610.0,44.0,10.0,76.14,4,0,0,0,0,0,0,3,0,0,1.0,0,1,0,0,0,1,individual_gas,2,0,0,4.0,0,0,1,0,0,0,0,0,1,0,0,6.731018100482083
square habitat,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,691,CC,70.0,447.12,621.0,50.0,9.0,58.29,3,1,0,1,0,1,0,2,1,0,1.0,1,0,1,0,0,1,individual_electrical,1,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.539585955617669
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,660,CC,80.0,741.91,580.0,48.0,11.0,57.07,3,0,0,1,0,1,0,2,1,0,1.0,0,1,0,0,0,1,gas,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,6.493753839851686
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,730,CC,81.0,799.76,649.0,63.0,13.0,61.52,3,1,0,1,0,0,0,2,0,0,1.0,1,1,0,0,0,0,gas,0,0,0,4.0,0,0,1,1,0,0,0,0,0,0,0,6.594413459749778
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,420,CC,40.0,227.5,380.0,202.0,10.0,14.19,1,0,0,0,0,1,0,0,1,1,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,6.042632833682381
cabinet claude sanchez,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,465,CC,50.0,442.0,630.0,277.0,14.0,21.0,2,0,0,0,10,0,0,1,0,1,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.144185634125646
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,750,CC,75.0,845.64,675.0,63.0,13.0,65.05,3,0,0,1,0,0,0,2,0,0,1.0,0,1,0,0,0,0,gas,0,0,0,2.0,0,0,1,1,0,0,0,0,0,0,0,6.621405651764134
adl immobilier,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,566,CC,50.0,456.0,592.0,269.0,63.0,48.98,2,0,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,0,individual_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,6.340359303727752
immobiliare,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,570,CC,45.0,543.0,525.0,50.0,9.0,43.33,2,0,0,1,24,0,1,1,1,0,1.0,0,1,0,0,0,0,individual_gas,1,0,0,4.0,0,0,1,1,1,0,0,1,0,1,0,6.3473892096560105
sng extensia,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,598,CC,60.0,559.5,563.735,41.0,9.0,59.0,3,1,0,1,22,1,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,1,0,0,3.0,0,0,1,1,0,0,0,0,0,0,0,6.395261598115449
patrim & co,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,450,CC,50.0,442.0,630.0,307.0,10.0,13.98,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,0,1,1,0,0,0,1,0,0,6.111467339502679
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,670,CC,60.0,468.32,610.0,68.0,15.0,58.54,3,0,0,1,0,1,0,2,1,0,1.0,0,0,1,0,0,1,gas,0,0,0,4.0,0,0,0,1,0,0,0,0,0,0,0,6.508769136971682
None,sector6,TOULOUSE OUEST,n6_2,Lardenne - Pradettes - Basso Cambo,525,CC,55.0,504.92,470.0,39.0,9.0,38.84,2,0,0,1,0,0,0,1,0,1,1.0,0,1,0,0,0,1,individual_gas,0,0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,6.26530121273771
sporting immobilier,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,680,CC,60.0,559.5,563.735,74.0,17.0,60.0,3,0,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,6.523562306149512
cabinet claude sanchez,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,428,CC,43.0,338.65,579.0,417.0,21.0,19.0,1,1,0,0,11,1,0,0,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,4.0,0,0,1,1,1,0,0,0,0,0,0,6.061456918928017
None,sector3,TOULOUSE NORD,n3_2,Sept Deniers - Ginestous - Lalande,530,CC,60.0,559.52,470.0,50.0,9.0,43.04,2,1,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,4.0,0,0,1,1,0,0,0,0,0,0,0,6.274762021241939
cabinet claude sanchez,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,726,CC,50.0,520.0,591.0,220.0,9.0,52.0,3,1,0,1,18,0,0,2,1,0,1.0,1,1,0,0,0,0,individual_electrical,0,0,1,2.0,0,0,0,1,1,0,1,0,0,0,0,6.588926477533519
gedim,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,667,CC,75.0,576.61,580.0,72.5,9.0,60.0,3,1,0,1,0,0,1,2,1,0,1.0,0,1,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,1,1,1,0,0,0,0,0,1,6.504288173536645
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,582,CC,45.0,587.6,537.0,170.0,8.0,45.2,2,0,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,0,individual_gas,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,6.368187186350492
soprim,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,724,CC,55.0,507.78,576.5,161.5,11.0,61.0,3,0,0,1,29,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,2,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,6.586171654854675
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,750,CC,60.0,645.84,566.5,207.0,10.0,64.5,3,1,1,1,0,0,0,2,1,1,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.621405651764134
square habitat,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,727,CC,73.0,1.0,654.0,184.5,13.0,60.79,3,1,0,1,0,0,0,2,1,0,1.0,1,1,0,0,0,1,individual_gas,2,0,0,2.0,0,0,0,0,0,0,0,1,0,0,0,6.590301048196686
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,700,CC,0.0,0.0,605.0,50.0,5.0,70.0,3,1,0,0,0,1,0,2,1,0,1.0,1,1,0,0,0,1,gas,0,0,0,2.0,0,1,1,1,1,0,0,0,0,0,0,6.55250788703459
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,395,CC,20.0,217.1,375.0,161.5,11.0,16.7,1,0,0,0,0,0,1,0,1,1,1.0,1,0,1,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,5.981414211254481
None,sector1,TOULOUSE CENTRE,n1_3,Les Chalets/Bayard/Belfort  Saint-Aubin/Dupuy,391,CC,25.0,264.16,366.0,277.0,18.0,20.32,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,5.971261839790462
loft one,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,755,CC,55.0,653.93,672.0,355.0,20.0,66.0,3,0,0,0,0,0,1,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.628041376179533
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,804,CC,100.0,658.94,656.0,220.0,11.0,67.1,3,1,1,1,0,0,1,2,1,0,1.0,1,1,0,0,0,1,individual,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.690842277418564
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,600,CC,50.0,602.94,550.0,147.0,12.0,46.38,2,0,0,1,0,1,0,1,1,0,1.0,0,0,0,0,0,0,individual_gas,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,6.398594934535208
1pact immo,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,540,CC,40.0,234.0,1000.0,240.0,19.0,18.0,1,0,0,0,0,1,1,0,0,1,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,2.0,1,0,0,0,0,0,0,0,1,0,0,6.293419278846481
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,501,CC,0.0,0.0,525.0,248.0,10.0,23.51,1,1,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.218600119691729
immobiliare,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,754,CC,82.0,653.93,672.0,355.0,20.0,66.1,3,0,0,0,0,0,0,2,1,0,1.0,1,0,0,0,0,1,individual_electrical,0,0,0,2.0,0,0,1,0,0,0,0,0,0,0,0,6.626717749249025
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,680,CC,75.0,533.0,605.0,202.0,10.0,41.0,2,0,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.523562306149512
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,514,CC,55.0,0.0,458.86,184.0,8.0,45.25,2,1,0,1,0,0,0,1,1,0,1.0,1,1,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,1,1,1,0,0,0,0,0,0,6.244166900663736
None,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,491,CC,0.0,0.0,576.5,233.0,11.0,30.42,1,0,0,0,20,0,0,0,1,0,1.0,0,1,0,0,0,0,individual_electrical,1,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,6.198478716492308
immodem segito,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,495,CC,30.0,465.0,465.0,309.0,16.0,28.0,1,0,0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,1,individual_electrical,0,1,0,3.0,0,0,1,1,0,0,0,0,0,0,0,6.206575926724928
centorimmo toulouse,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,2300,CC,50.0,442.0,630.0,184.5,13.0,150.0,6,0,1,0,0,0,0,5,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,7.741099090035366
square habitat,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,457,CC,35.0,404.82,422.0,307.0,14.0,33.55,1,1,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.126869184114185
logis relais 31,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,1300,CC,43.0,338.65,579.0,217.0,11.0,90.0,3,0,0,0,0,0,0,2,1,0,1.0,0,0,1,0,0,0,individual_gas,1,0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,7.170888478512505
None,sector6,TOULOUSE OUEST,n6_1,Arènes Romaines - Saint Martin du Touch- Purpan,511,CC,45.0,537.68,466.0,63.0,13.0,59.5,2,0,0,0,0,1,0,1,1,0,1.0,0,1,0,0,0,1,individual_gas,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,6.238324625039508
patrim immobilier,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,475,CC,55.0,539.0,566.5,155.5,11.0,28.0,1,1,0,0,0,1,0,0,1,0,1.0,1,1,0,1,0,1,individual_gas,0,1,0,5.0,0,0,1,0,0,0,0,0,0,0,0,6.16541785423142
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,323,CC,15.0,195.0,308.0,313.0,17.0,15.0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,5.780743515792329
logis relais 31,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,1000,CC,60.0,595.0,591.0,59.0,10.0,73.0,3,0,0,0,36,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,3,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,6.90875477931522
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,735,CC,0.0,0.0,566.5,137.0,32.0,74.26,3,0,0,0,0,0,0,2,1,0,1.0,1,1,0,1,0,1,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.601230118728877
centorimmo toulouse,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,460,CC,50.0,456.0,592.0,219.0,9.0,22.0,1,0,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,1,0,0,0,0,1,1,0,0,6.133398042996649
None,sector5,TOULOUSE SUD EST,n5_2,Rangueil - Saouzelong - Pech David - Pouvourville,742,CC,0.0,0.0,525.0,202.0,10.0,61.0,3,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.610696044717759
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,711,CC,0.0,0.0,592.0,202.0,13.0,71.0,3,0,0,0,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.568077911411976
fti,sector4,TOULOUSE EST,n4_3,Bonhoure - Guilheméry - Château de l'Hers - Limayrac - Côte Pavée,720,CC,140.0,844.05,580.0,161.5,11.0,64.85,3,0,0,0,0,1,0,2,0,1,1.0,1,0,1,0,0,0,individual,1,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.580639137284949
None,sector4,TOULOUSE EST,n4_2,Jolimont - Soupetard - Roseraie - Gloire - Gramont- Amouroux,530,CC,0.0,0.0,610.0,251.0,12.0,43.2,2,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,individual_gas,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.274762021241939
square habitat,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,756,CC,65.0,832.0,691.0,175.0,7.0,64.0,3,0,0,0,0,1,0,0,0,0,1.0,0,0,1,0,0,1,individual_electrical,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,6.6293632534374485
centorimmo toulouse,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,730,CC,50.0,442.0,630.0,174.0,41.0,70.0,3,1,0,0,0,0,0,2,1,0,1.0,0,0,0,0,0,0,individual_gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.594413459749778
cabinet claude sanchez,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,528,CC,50.0,520.0,591.0,206.5,12.0,34.0,2,1,0,1,0,0,0,1,0,1,1.0,1,0,0,0,0,0,individual_gas,0,0,0,3.0,0,0,0,1,0,0,0,0,1,0,0,6.270988431858299
centorimmo toulouse,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,720,CC,50.0,442.0,630.0,184.5,13.0,43.0,2,0,0,0,0,0,0,1,1,0,1.0,0,0,1,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,6.580639137284949
plateforme de l'immobilier gestion,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,460,CC,30.0,338.65,430.0,217.0,11.0,25.0,1,1,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.133398042996649
cabinet bedin toulouse les minimes,sector1,TOULOUSE CENTRE,n1_2,Amidonniers - Compans Caffarelli,748,CC,70.0,682.83,579.0,190.0,9.0,65.1,3,1,0,1,22,0,0,2,1,0,1.0,0,0,0,0,0,1,individual_electrical,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,6.618738983517219
stlimmo,sector3,TOULOUSE NORD,n3_3,Trois Cocus - Borderouge - Croix Daurade - Paleficat - Grand Selve,829,CC,75.0,825.0,717.0,72.5,9.0,77.3,3,0,0,0,0,1,1,2,1,0,1.0,0,0,0,0,0,1,collective_gas,1,0,0,2.0,0,0,1,0,0,0,0,0,1,0,0,6.721425700790643
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,400,CC,30.0,363.22,370.0,43.0,10.0,27.94,1,1,0,1,22,0,0,0,0,1,1.0,0,1,0,0,0,1,individual,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,5.993961427306569
None,sector5,TOULOUSE SUD EST,n5_1,Pont des Demoiselles - Ormeau - Montaudran - La Terrasse - Malepère,610,CC,75.0,611.0,535.0,220.0,20.0,47.0,2,0,0,0,0,0,0,1,1,0,1.0,0,1,0,0,0,0,individual_electrical,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,6.415096959171596
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,2550,CC,100.0,2470.0,2450.0,184.5,13.0,190.0,6,0,0,0,0,0,0,3,1,1,3.0,0,0,1,1,1,1,individual_gas,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,7.844240718141811
None,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,2650,CC,150.0,2550.0,2500.0,184.5,13.0,210.0,6,1,0,0,0,0,0,4,1,1,2.0,0,0,0,1,1,0,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,7.8826922062890254
auditia transaction - agent commercial,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,605,CC,50.0,442.0,630.0,184.5,13.0,51.35,2,0,0,1,0,1,0,1,1,0,1.0,1,0,0,0,0,1,individual_electrical,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,6.406879986069314
societe de gestion locative,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,640,CC,45.0,688.14,595.0,38.0,9.0,57.05,3,1,0,1,25,0,0,2,1,0,1.0,0,1,0,0,0,1,individual,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.46302945692067
None,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,555,CC,43.0,449.8,512.0,182.0,7.0,34.6,2,0,0,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,individual_electrical,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,6.320768294250582
None,sector3,TOULOUSE NORD,n3_1,Minimes - Barrière de Paris - Ponts-Jumeaux,450,CC,0.0,0.0,566.5,155.5,11.0,22.0,1,0,0,0,0,1,0,0,0,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.111467339502679
cigec,sector2,TOULOUSE RIVE GAUCHE,n2_1,Saint-Cyprien,599,CC,53.0,460.0,546.0,195.0,9.0,47.79,2,1,0,1,0,0,0,1,1,0,1.0,0,1,0,0,0,1,individual_electrical,1,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,6.396929655216146
agence du taur,sector1,TOULOUSE CENTRE,n1_1,Capitole - Arnaud Bernard - Carmes,900,CC,60.0,600.0,1680.0,184.5,13.0,50.0,2,0,0,0,0,1,0,1,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,6.803505257608338
None,sector4,TOULOUSE EST,n4_1,Lapujade - Bonnefoy - Périole - Marengo - La Colonne,580,CC,0.0,0.0,505.0,440.0,26.0,47.0,2,0,0,1,0,0,0,1,1,0,1.0,1,0,0,0,0,0,individual_electrical,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.364750756851911
terrains et immeubles,sector5,TOULOUSE SUD EST,n5_3,Saint Michel - Le Busca - Empalot - Saint Agne,465,CC,85.0,273.0,465.0,291.0,68.0,21.0,1,0,0,0,18,0,0,0,0,1,1.0,0,0,0,0,0,0,collective_gas,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,6.144185634125646
None,sector6,TOULOUSE OUEST,n6_4,Saint Simon - Lafourguette - Oncopole,630,CC,94.0,540.0,536.0,203.0,9.0,59.9,3,1,0,1,32,0,0,2,1,0,1.0,0,0,1,0,0,1,individual_electrical,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,6.447305862541213
